h_km,gamma_theo
17.478260869565215,0.9224044070455053
17.565217391304348,0.9237619189885837
17.65217391304348,0.925111092520073
17.73913043478261,0.9264518724011255
17.82608695652174,0.9277842053837446
17.91304347826087,0.9291080402002737
18.0,0.93042332755246
18.086956521739133,0.9317300201001044
18.17391304347826,0.9330280724493017
18.26086956521739,0.9343174411402835
18.347826086956523,0.9355980846348682
18.434782608695652,0.9368699633035317
18.521739130434785,0.9381330394121026
18.60869565217391,0.9393872771080938
18.695652173913043,0.9406326424066768
18.782608695652176,0.9418691031763108
18.869565217391305,0.9430966291240308
18.956521739130437,0.9443151917804079
19.043478260869563,0.9455247644841878
19.130434782608695,0.9467253223666169
19.217391304347828,0.9479168423354665
19.304347826086957,0.949099303058761
19.39130434782609,0.9502726849482217
19.478260869565215,0.9514369701424337
19.565217391304348,0.9525921424897453
19.65217391304348,0.9537381875309076
19.73913043478261,0.9548750924814651
19.82608695652174,0.9560028462139047
19.91304347826087,0.9571214392395732
20.0,0.9582308636903687
20.086956521739133,0.9593311133002206
20.17391304347826,0.9604221833863614
20.26086956521739,0.9615040708304021
20.347826086956523,0.9625767740592184
20.434782608695652,0.9636402930256573
20.521739130434785,0.9646946291890732
20.60869565217391,0.9657397854956997
20.695652173913043,0.9667757663588682
20.782608695652176,0.9678025776390805
20.869565217391305,0.9688202266239443
20.956521739130437,0.9698287220079792
21.043478260869563,0.9708280738723025
21.130434782608695,0.9718182936642028
21.217391304347828,0.972799394176608
21.304347826086957,0.9737713895274591
21.39130434782609,0.9747342951389945
21.47826086956522,0.9756881277169545
21.565217391304348,0.9766329052297136
21.65217391304348,0.977568646887349
21.73913043478261,0.9784953731206507
21.82608695652174,0.9794131055600843
21.91304347826087,0.9803218670147115
22.0,0.981221681451076
22.086956521739133,0.9821125739720646
22.17391304347826,0.9829945707957464
22.26086956521739,0.9838676992342021
22.347826086956523,0.9847319876723473
22.434782608695652,0.9855874655467567
22.521739130434785,0.9864341633245002
22.60869565217391,0.9872721124819908
22.695652173913043,0.9881013454838585
22.782608695652176,0.9889218957618504
22.869565217391305,0.9897337976937683
22.956521739130437,0.9905370865824472
23.043478260869563,0.9913317986347816
23.130434782608695,0.9921179709408077
23.217391304347828,0.9928956414528449
23.304347826086957,0.9936648489647034
23.39130434782609,0.9944256330909655
23.47826086956522,0.9951780342463431
23.565217391304348,0.9959220936251204
23.65217391304348,0.9966578531806849
23.73913043478261,0.9973853556051531
23.82608695652174,0.9981046443090957
23.91304347826087,0.9988157634013685
24.0,0.9995187576690525
24.086956521739133,1.0002136725575101
24.17391304347826,1.000900554150559
24.26086956521739,1.0015794491507723
24.347826086956523,1.0022504048599081
24.434782608695652,1.0029134691594705
24.521739130434785,1.0035686904914094
24.60869565217391,1.0042161178389633
24.695652173913043,1.0048558007076465
24.782608695652176,1.005487789106388
24.869565217391305,1.006112133528823
24.956521739130437,1.0067288849347433
25.043478260869566,1.007338094731708
25.130434782608695,1.0079398147568202
25.217391304347828,1.0085340972586703
25.304347826086957,1.0091209948794526
25.39130434782609,1.0097005606372558
25.47826086956522,1.0102728479085303
25.565217391304348,1.0108379104107381
25.65217391304348,1.0113958021851843
25.73913043478261,1.0119465775800354
25.82608695652174,1.0124902912335267
25.91304347826087,1.013026998057361
26.0,1.013556753220299
